Draw id, Number of Tiers, apr, Total Yield Amount Out (usd), Total Liquidation Amount In (usd), Total Contrib (usd), Hook contrib (usd), POOL Vault Contrib. (usd), Start Draw Reward, Finish Draw Reward, tier0LiquidityRemaining, tier1LiquidityRemaining, tier2LiquidityRemaining, tier3LiquidityRemaining, tier4LiquidityRemaining, tier5LiquidityRemaining, tier6LiquidityRemaining, tier7LiquidityRemaining, tier8LiquidityRemaining, tier9LiquidityRemaining, tier10LiquidityRemaining, tier0PrizeSizes, tier1PrizeSizes, tier2PrizeSizes, tier3PrizeSizes, tier4PrizeSizes, tier5PrizeSizes, tier6PrizeSizes, tier7PrizeSizes, tier8PrizeSizes, tier9PrizeSizes, tier10PrizeSizes, tier0PrizeSizesUsd, tier1PrizeSizesUsd, tier2PrizeSizesUsd, tier3PrizeSizesUsd, tier4PrizeSizesUsd, tier5PrizeSizesUsd, tier6PrizeSizesUsd, tier7PrizeSizesUsd, tier8PrizeSizesUsd, tier9PrizeSizesUsd, tier10PrizeSizesUsd, tier0ClaimedPrizes, tier1ClaimedPrizes, tier2ClaimedPrizes, tier3ClaimedPrizes, tier4ClaimedPrizes, tier5ClaimedPrizes, tier6ClaimedPrizes, tier7ClaimedPrizes, tier8ClaimedPrizes, tier9ClaimedPrizes, tier10ClaimedPrizes, tier0ComputedPrizes, tier1ComputedPrizes, tier2ComputedPrizes, tier3ComputedPrizes, tier4ComputedPrizes, tier5ComputedPrizes, tier6ComputedPrizes, tier7ComputedPrizes, tier8ComputedPrizes, tier9ComputedPrizes, tier10ComputedPrizes
39,6,100000000000000000,$1107.792 USD,$999.886 USD,$1197.522 USD, $97.995 USD, $99.641 USD,14377892044164,107667457982185,20481957839121912600,11089055818960051900,2992200757893738700,185717869778377300,3368953118091016,3368953118091016,0,0,0,0,0,10240978919560956300,1386131977370006487,93506273684179334,1450920857643572,6579986558771,1644996639692,0,0,0,0,0,$33795.230 USD,$4574.235 USD,$308.570 USD,$4.788 USD,$0.021 USD,$0.005 USD,,,,,,0,1,0,55,269,0,0,0,0,0,0,0,1,0,55,269,944,0,0,0,0,0
40,6,100000000000000000,$1108.095 USD,$999.886 USD,$1116.298 USD, $33.432 USD, $82.978 USD,10029104018726,75101978246758,20560290094299420100,9781256096767552900,3070533013071246200,174093031781981600,3133290207100300,3133290207100300,0,0,0,0,0,10280145047149710050,1222657012095944112,95954156658476443,1360101810796731,6119707435742,1529926858935,0,0,0,0,0,$33924.478 USD,$4034.768 USD,$316.648 USD,$4.488 USD,$0.020 USD,$0.005 USD,,,,,,0,0,1,59,248,0,0,0,0,0,0,0,0,1,59,248,987,0,0,0,0,0
41,6,100000000000000000,$1108.399 USD,$999.886 USD,$1398.268 USD, $321.114 USD, $77.268 USD,9392659613764,70336025698309,20658105174395245600,9879071176863378400,2976439779850118700,190302003229999100,3912603203833020,3912603203833020,0,0,0,0,0,10329052587197622800,1234883897107922300,93013743120316209,1486734400234367,7641803132486,1910450783121,0,0,0,0,0,$34085.873 USD,$4075.116 USD,$306.945 USD,$4.906 USD,$0.025 USD,$0.006 USD,,,,,,0,0,3,57,186,0,0,0,0,0,0,0,0,3,57,186,805,0,0,0,0,0
42,6,100000000000000000,$1108.703 USD,$999.886 USD,$1457.248 USD, $360.788 USD, $96.573 USD,7360275497942,55116713248208,20760304972530309900,9981270974998442700,2706584605503917800,191403862149124200,4087991925402572,4087991925402572,0,0,0,0,0,10380152486265154950,1247658871874805337,84580768921997431,1495342673040032,7984359229301,1996089807325,0,0,0,0,0,$34254.503 USD,$4117.274 USD,$279.116 USD,$4.934 USD,$0.026 USD,$0.006 USD,,,,,,0,0,0,51,194,0,0,0,0,0,0,0,0,0,51,194,740,0,0,0,0,0
43,6,100000000000000000,$1109.006 USD,$999.886 USD,$1184.559 USD, $83.701 USD, $100.971 USD,4501078098514,33705889260933,20843636866503911000,10064602868972043800,2789916499477518900,173052454355998500,3333275758944044,3333275758944044,0,0,0,0,0,10421818433251955500,1258075358621505475,87184890608672465,1351972299656238,6510304216687,1627576054171,0,0,0,0,0,$34392.000 USD,$4151.648 USD,$287.710 USD,$4.461 USD,$0.021 USD,$0.005 USD,,,,,,0,0,2,61,246,0,0,0,0,0,0,0,0,2,61,246,941,0,0,0,0,0
44,6,100000000000000000,$1109.310 USD,$999.886 USD,$1104.504 USD, $22.245 USD, $82.372 USD,4188011610666,23521140793895,20921172721661695200,10142138724129828000,2693082573417958100,161358137736466900,3101434206311368,3101434206311368,0,0,0,0,0,10460586360830847600,1267767340516228500,84158830419311190,1260610451066147,6057488684201,1514372171050,0,0,0,0,0,$34519.934 USD,$4183.632 USD,$277.724 USD,$4.160 USD,$0.019 USD,$0.004 USD,,,,,,0,0,1,55,242,0,0,0,0,0,0,0,0,1,55,242,946,0,0,0,0,0
45,6,100000000000000000,$1109.614 USD,$999.886 USD,$1080.703 USD, $4.148 USD, $76.669 USD,4096578258640,17255717561038,20997015801393246700,10217981803861379500,2684766822730198400,166607032208311200,3033723189262060,3033723189262060,0,0,0,0,0,10498507900696623350,1277247725482672437,83898963210318700,1301617439127431,5925240604027,1481310151006,0,0,0,0,0,$34645.076 USD,$4214.917 USD,$276.866 USD,$4.295 USD,$0.019 USD,$0.004 USD,,,,,,0,0,0,56,252,0,0,0,0,0,0,0,0,0,56,252,993,0,0,0,0,0
46,6,100000000000000000,$1109.918 USD,$999.886 USD,$1074.900 USD, $0.000 USD, $75.014 USD,4073040562868,12867428582490,21072423109799461800,10293389112267594600,2760174131136413500,169123764023386300,3016292336248604,3016292336248604,0,0,0,0,0,10536211554899730900,1286673639033449325,86255441598012921,1321279406432705,5891195969235,1472798992308,0,0,0,0,0,$34769.498 USD,$4246.023 USD,$284.642 USD,$4.360 USD,$0.019 USD,$0.004 USD,,,,,,0,0,2,63,250,0,0,0,0,0,0,0,0,2,63,250,1007,0,0,0,0,0
47,6,100000000000000000,$1110.222 USD,$999.886 USD,$1074.483 USD, $0.000 USD, $74.597 USD,4071523193449,9646976215620,21147802325987586800,10368768328455719600,2663042464128512500,161262377606244900,3015168647525000,3015168647525000,0,0,0,0,0,10573901162993793400,1296096041056964950,83220077004016015,1259862325048788,5889001264697,1472250316174,0,0,0,0,0,$34893.873 USD,$4277.116 USD,$274.626 USD,$4.157 USD,$0.019 USD,$0.004 USD,,,,,,0,0,0,65,257,0,0,0,0,0,0,0,0,0,65,257,989,0,0,0,0,0
48,6,100000000000000000,$1110.527 USD,$999.886 USD,$1074.466 USD, $0.000 USD, $74.580 USD,4070929689464,7234177485391,21223170554183507500,10444136556651640300,2738410692324433200,154739554673993600,3014729127836828,3014729127836828,0,0,0,0,0,10611585277091753750,1305517069581455037,85575334135138537,1208902770890575,5888142827806,1472035706951,0,0,0,0,0,$35018.231 USD,$4308.206 USD,$282.398 USD,$3.989 USD,$0.019 USD,$0.004 USD,,,,,,0,0,1,70,234,0,0,0,0,0,0,0,0,1,70,234,978,0,0,0,0,0
49,6,100000000000000000,$1110.831 USD,$999.886 USD,$1074.463 USD, $0.000 USD, $74.577 USD,4072580761011,5427833620842,21298569349927033800,10519535352395166600,2728234153932820900,145515156455177900,3015951829741052,3015951829741052,0,0,0,0,0,10649284674963516900,1314941919049395825,85257317310400653,1136837159806077,5890530917462,1472632729365,0,0,0,0,0,$35142.639 USD,$4339.308 USD,$281.349 USD,$3.751 USD,$0.019 USD,$0.004 USD,,,,,,0,0,1,67,250,0,0,0,0,0,0,0,0,1,67,250,995,0,0,0,0,0
50,6,100000000000000000,$1111.135 USD,$999.886 USD,$1074.500 USD, $0.000 USD, $74.613 USD,4071577102569,4069871977510,21373949564175862600,10594915566643995400,2718357050871249000,144727280996998000,3015208569953152,3015208569953152,0,0,0,0,0,10686974782087931300,1324364445830499425,84948657839726531,1130681882789046,5889079238189,1472269809547,0,0,0,0,0,$35267.016 USD,$4370.402 USD,$280.330 USD,$3.731 USD,$0.019 USD,$0.004 USD,,,,,,0,0,0,72,256,0,0,0,0,0,0,0,0,0,72,256,1041,0,0,0,0,0
51,6,100000000000000000,$1111.440 USD,$999.886 USD,$1074.486 USD, $0.000 USD, $74.599 USD,4071075518941,4069370603938,21449320492224167600,10670286494692300400,2793727978919554000,138689113484487800,3014837121932200,3014837121932200,0,0,0,0,0,10724660246112083800,1333785811836537550,87303999341236062,1083508699097560,5888353753773,1472088438443,0,0,0,0,0,$35391.378 USD,$4401.493 USD,$288.103 USD,$3.575 USD,$0.019 USD,$0.004 USD,,,,,,0,0,0,68,242,0,0,0,0,0,0,0,0,0,68,242,1019,0,0,0,0,0
52,6,100000000000000000,$1111.744 USD,$999.886 USD,$1074.476 USD, $0.000 USD, $74.590 USD,4072050912300,4070345588815,21524709478474144700,10745675480942277500,2869116965169531100,140399508195828100,3015559449999084,3015559449999084,0,0,0,0,0,10762354739237072350,1343209435117784687,89659905161547846,1096871157779907,5889764550779,1472441137694,0,0,0,0,0,$35515.770 USD,$4432.591 USD,$295.877 USD,$3.619 USD,$0.019 USD,$0.004 USD,,,,,,0,0,1,67,252,0,0,0,0,0,0,0,0,1,67,252,999,0,0,0,0,0
53,6,100000000000000000,$1112.049 USD,$999.886 USD,$1074.494 USD, $0.000 USD, $74.608 USD,4071404979270,4069699926293,21600086506072951300,10821052508541084100,2854834087606789800,142286168223374700,3015081103952264,3015081103952264,0,0,0,0,0,10800043253036475650,1352631563567635512,89213565237712181,1111610689245114,5888830281156,1472207570289,0,0,0,0,0,$35640.142 USD,$4463.684 USD,$294.404 USD,$3.668 USD,$0.019 USD,$0.004 USD,,,,,,0,0,1,61,253,0,0,0,0,0,0,0,0,1,61,253,993,0,0,0,0,0
54,6,100000000000000000,$1112.354 USD,$999.886 USD,$1074.482 USD, $0.000 USD, $74.596 USD,4071279238061,4069574237743,21675461205728793900,10896427208196926700,2840995222024920200,149852615835260100,3014987986233704,3014987986233704,0,0,0,0,0,10837730602864396950,1362053401024615837,88781100688278756,1170723561212969,5888648410612,1472162102653,0,0,0,0,0,$35764.510 USD,$4494.776 USD,$292.977 USD,$3.863 USD,$0.019 USD,$0.004 USD,,,,,,0,0,0,84,257,0,0,0,0,0,0,0,0,0,84,257,1037,0,0,0,0,0
55,6,100000000000000000,$1112.659 USD,$999.886 USD,$1074.480 USD, $0.000 USD, $74.594 USD,4070978425849,4069273551507,21750830336218588000,10971796338686720800,2916364352514714300,126880967183162200,3014765219591764,3014765219591764,0,0,0,0,0,10875415168109294000,1371474542335840100,91136386016084821,991257556118454,5888213319515,1472053329878,0,0,0,0,0,$35888.870 USD,$4525.865 USD,$300.750 USD,$3.271 USD,$0.019 USD,$0.004 USD,,,,,,0,0,0,57,248,0,0,0,0,0,0,0,0,0,57,248,1037,0,0,0,0,0
56,6,100000000000000000,$1112.963 USD,$999.886 USD,$1074.475 USD, $0.000 USD, $74.588 USD,4071607231853,4069902094176,21826211108273835300,11047177110741968100,2991745124569961600,145760058539655000,3015230882209892,3015230882209892,0,0,0,0,0,10913105554136917650,1380897138842746012,93492035142811300,1138750457341054,5889122816816,1472280704204,0,0,0,0,0,$36013.248 USD,$4556.960 USD,$308.523 USD,$3.757 USD,$0.019 USD,$0.004 USD,,,,,,0,0,1,64,233,0,0,0,0,0,0,0,0,1,64,233,1021,0,0,0,0,0
57,6,100000000000000000,$1113.268 USD,$999.886 USD,$1074.486 USD, $0.000 USD, $74.600 USD,4072748352852,4071042737288,21901613006773019900,11122579009241152700,2973654987926334900,148281927769009200,3016075939967384,3016075939967384,0,0,0,0,0,10950806503386509950,1390322376155144087,92926718372697965,1158452560695384,5890773320248,1472693330062,0,0,0,0,0,$36137.661 USD,$4588.063 USD,$306.658 USD,$3.822 USD,$0.019 USD,$0.004 USD,,,,,,0,0,2,60,244,0,0,0,0,0,0,0,0,2,60,244,1037,0,0,0,0,0
58,6,100000000000000000,$1113.573 USD,$999.886 USD,$1074.507 USD, $0.000 USD, $74.621 USD,4072043492726,4070338172348,21977001855658759200,11197967858126892000,2863190400066678200,154163623013024500,3015553955429572,3015553955429572,0,0,0,0,0,10988500927829379600,1399745982265861500,89474700002083693,1204403304789253,5889753819198,1472438454799,0,0,0,0,0,$36262.053 USD,$4619.161 USD,$295.266 USD,$3.974 USD,$0.019 USD,$0.004 USD,,,,,,0,0,3,69,251,0,0,0,0,0,0,0,0,3,69,251,1001,0,0,0,0,0
59,6,100000000000000000,$1113.879 USD,$999.886 USD,$1074.494 USD, $0.000 USD, $74.608 USD,4071477001149,4069771918011,22052380216653593300,11273346219121726100,2670144661055261200,146438155977396900,3015134439793364,3015134439793364,0,0,0,0,0,11026190108326796650,1409168277390215762,83442020657976912,1144048093573413,5888934452721,1472233613180,0,0,0,0,0,$36386.427 USD,$4650.255 USD,$275.358 USD,$3.775 USD,$0.019 USD,$0.004 USD,,,,,,0,0,1,63,240,0,0,0,0,0,0,0,0,1,63,240,1056,0,0,0,0,0
60,6,100000000000000000,$1114.184 USD,$999.886 USD,$1074.484 USD, $0.000 USD, $74.597 USD,4072229245094,4070523846926,22127772504514676300,11348738506982809100,2662094928258367200,149755413943349400,3015691514443320,3015691514443320,0,0,0,0,0,11063886252257338150,1418592313372851137,83190466508073975,1169964171432417,5890022489147,1472505622286,0,0,0,0,0,$36510.824 USD,$4681.354 USD,$274.528 USD,$3.860 USD,$0.019 USD,$0.004 USD,,,,,,1,0,2,69,259,0,0,0,0,0,0,1,0,2,69,259,1014,0,0,0,0,0
61,6,100000000000000000,$1114.489 USD,$999.886 USD,$1074.498 USD, $0.000 USD, $74.611 USD,4070911197513,4069206351326,11139254138097637700,11424106392823108700,2571081881082518800,144395771954806500,3014715433611984,3014715433611984,0,0,0,0,0,5569627069048818850,1428013299102888587,80346308783828712,1128091968396925,5888116081273,1472029020318,0,0,0,0,0,$18379.769 USD,$4712.443 USD,$265.142 USD,$3.722 USD,$0.019 USD,$0.004 USD,,,,,,0,0,0,57,236,0,0,0,0,0,0,0,0,0,57,236,1009,0,0,0,0,0
62,6,100000000000000000,$1114.794 USD,$999.886 USD,$1074.473 USD, $0.000 USD, $74.587 USD,4072473040595,4070767540328,11214650939530894800,11499503194256365800,2646478682515775900,155491331189434600,3015872057330284,3015872057330284,0,0,0,0,0,5607325469765447400,1437437899282045725,82702458828617996,1214776024917457,5890375111973,1472593777993,0,0,0,0,0,$18504.174 USD,$4743.545 USD,$272.918 USD,$4.008 USD,$0.019 USD,$0.004 USD,,,,,,0,0,1,64,245,0,0,0,0,0,0,0,0,1,64,245,1034,0,0,0,0,0
63,6,100000000000000000,$1115.100 USD,$999.886 USD,$1074.502 USD, $0.000 USD, $74.615 USD,4071948172466,4070242892007,11290038023679913800,11574890278405384800,2639163307836176900,153132749743733600,3015483365960760,3015483365960760,0,0,0,0,0,5645019011839956900,1446861284800673100,82473853369880528,1196349607372918,5889615949142,1472403987285,0,0,0,0,0,$18628.562 USD,$4774.642 USD,$272.163 USD,$3.947 USD,$0.019 USD,$0.004 USD,,,,,,0,0,0,62,250,0,0,0,0,0,0,0,0,0,62,250,1002,0,0,0,0,0
64,6,100000000000000000,$1115.405 USD,$999.886 USD,$1074.492 USD, $0.000 USD, $74.606 USD,4071541790811,4069836680540,11365417584175200600,11650269838900671600,2714542868331463700,154338634581894400,3015182419811472,3015182419811472,0,0,0,0,0,5682708792087600300,1456283729862583950,84829464635358240,1205770582671050,5889028163694,1472257040923,0,0,0,0,0,$18752.939 USD,$4805.736 USD,$279.937 USD,$3.979 USD,$0.019 USD,$0.004 USD,,,,,,0,0,3,62,237,0,0,0,0,0,0,0,0,3,62,237,959,0,0,0,0,0
65,6,100000000000000000,$1115.711 USD,$999.886 USD,$1074.485 USD, $0.000 USD, $74.598 USD,4072452456481,4070746964834,11440814004519041500,11725666259244512500,2535450894769229700,154977278800127100,3015856813753636,3015856813753636,0,0,0,0,0,5720407002259520750,1465708282405564062,79232840461538428,1210759990625992,5890345339362,1472586334840,0,0,0,0,0,$18877.343 USD,$4836.837 USD,$261.468 USD,$3.995 USD,$0.019 USD,$0.004 USD,,,,,,0,0,1,62,244,0,0,0,0,0,0,0,0,1,62,244,1008,0,0,0,0,0
66,6,100000000000000000,$1116.017 USD,$999.886 USD,$1074.502 USD, $0.000 USD, $74.615 USD,4072019116439,4070313806269,11516202402107971400,11801054656833442400,2531606451896621100,155298556970245000,3015535903557196,3015535903557196,0,0,0,0,0,5758101201053985700,1475131832104180300,79112701621769409,1213269976330039,5889718561635,1472429640408,0,0,0,0,0,$19001.733 USD,$4867.935 USD,$261.071 USD,$4.003 USD,$0.019 USD,$0.004 USD,,,,,,0,0,1,62,248,0,0,0,0,0,0,0,0,1,62,248,1007,0,0,0,0,0
67,6,100000000000000000,$1116.323 USD,$999.886 USD,$1074.494 USD, $0.000 USD, $74.607 USD,4071692890904,4069987717354,11591584760034606500,11876437014760077500,2527876108201486700,155458176364413900,3015294317065404,3015294317065404,0,0,0,0,0,5795792380017303250,1484554626845009687,78996128381296459,1214517002846983,5889246713018,1472311678254,0,0,0,0,0,$19126.114 USD,$4899.030 USD,$260.687 USD,$4.007 USD,$0.019 USD,$0.004 USD,,,,,,0,0,1,62,261,0,0,0,0,0,0,0,0,1,62,261,1008,0,0,0,0,0
68,6,100000000000000000,$1116.628 USD,$999.886 USD,$1074.488 USD, $0.000 USD, $74.601 USD,4070721903931,4069017137018,11666949141338372400,11951801396063843400,2524244361123956100,155522503491665800,3014575252150636,3014575252150636,0,0,0,0,0,5833474570669186200,1493975174507980425,78882636285123628,1215019558528639,5887842289356,1471960572339,0,0,0,0,0,$19250.466 USD,$4930.118 USD,$260.312 USD,$4.009 USD,$0.019 USD,$0.004 USD,,,,,,0,0,0,66,256,0,0,0,0,0,0,0,0,0,66,256,993,0,0,0,0,0
69,6,100000000000000000,$1116.934 USD,$999.886 USD,$1074.470 USD, $0.000 USD, $74.583 USD,4071005249730,4069300364155,11742318768439147000,12027171023164618000,2599613988224730700,150700839729546200,3014785084030984,3014785084030984,0,0,0,0,0,5871159384219573500,1503396377895577250,81237937132022834,1177350310387079,5888252117248,1472063029312,0,0,0,0,0,$19374.825 USD,$4961.208 USD,$268.085 USD,$3.885 USD,$0.019 USD,$0.004 USD,,,,,,0,0,3,59,242,0,0,0,0,0,0,0,0,3,59,242,995,0,0,0,0,0
70,6,100000000000000000,$1117.240 USD,$999.886 USD,$1074.475 USD, $0.000 USD, $74.589 USD,4072045120934,4070339799874,11817707647469143800,12102559902194614800,2431289055858658800,156626050446704100,3015555161199872,3015555161199872,0,0,0,0,0,5908853823734571900,1512819987774326850,75977782995583087,1223641019114875,5889756174218,1472439043554,0,0,0,0,0,$19499.217 USD,$4992.305 USD,$250.726 USD,$4.038 USD,$0.019 USD,$0.004 USD,,,,,,0,0,0,64,264,0,0,0,0,0,0,0,0,0,64,264,1021,0,0,0,0,0
71,6,100000000000000000,$1117.547 USD,$999.886 USD,$1074.494 USD, $0.000 USD, $74.608 USD,4070532917996,4068828230228,11893068529932057300,12177920784657528300,2506649938321572300,153673907686264000,3014435298516540,3014435298516540,0,0,0,0,0,5946534264966028650,1522240098082191037,78332810572549134,1200577403798937,5887568942415,1471892235603,0,0,0,0,0,$19623.563 USD,$5023.392 USD,$258.498 USD,$3.961 USD,$0.019 USD,$0.004 USD,,,,,,0,0,2,73,241,0,0,0,0,0,0,0,0,2,73,241,1022,0,0,0,0,0
72,6,100000000000000000,$1117.853 USD,$999.886 USD,$1074.466 USD, $0.000 USD, $74.580 USD,4072078797958,4070373462795,11968458032450485300,12253310287175956300,2425373819694901900,141421259727365000,3015580100737120,3015580100737120,0,0,0,0,0,5984229016225242650,1531663785896994537,75792931865465684,1104853591620039,5889804884252,1472451221063,0,0,0,0,0,$19747.955 USD,$5054.490 USD,$250.116 USD,$3.646 USD,$0.019 USD,$0.004 USD,,,,,,0,1,1,69,284,0,0,0,0,0,0,0,1,1,69,284,975,0,0,0,0,0
73,6,100000000000000000,$1118.159 USD,$999.886 USD,$1074.495 USD, $0.000 USD, $74.608 USD,4069083026654,4067378946082,12043792071968452200,10796980540796928600,2424914927347403100,140520401423545000,3013361580718676,3013361580718676,0,0,0,0,0,6021896035984226100,1349622567599616075,75778591479606346,1097815636121445,5885471837341,1471367959335,0,0,0,0,0,$19872.256 USD,$4453.754 USD,$250.069 USD,$3.622 USD,$0.019 USD,$0.004 USD,,,,,,0,0,3,61,236,0,0,0,0,0,0,0,0,3,61,236,985,0,0,0,0,0
74,6,100000000000000000,$1118.466 USD,$999.886 USD,$1074.440 USD, $0.000 USD, $74.553 USD,4072322172884,4070616735799,12119186080272635300,10872374549101111700,2272973161212767000,148947655924316600,3015760332167324,3015760332167324,0,0,0,0,0,6059593040136317650,1359046818637638962,71030411287898968,1163653561908723,5890156898764,1472539224691,0,0,0,0,0,$19996.657 USD,$4484.854 USD,$234.400 USD,$3.840 USD,$0.019 USD,$0.004 USD,,,,,,0,0,1,64,256,0,0,0,0,0,0,0,0,1,64,256,995,0,0,0,0,0
75,6,100000000000000000,$1118.772 USD,$999.886 USD,$1074.499 USD, $0.000 USD, $74.613 USD,4071136739224,4069431798584,12194558141738771600,10947746610567248000,2277314811391004300,149845889428289700,3014882458645452,3014882458645452,0,0,0,0,0,6097279070869385800,1368468326320906000,71166087855968884,1170671011158513,5888442302041,1472110575510,0,0,0,0,0,$20121.020 USD,$4515.945 USD,$234.848 USD,$3.863 USD,$0.019 USD,$0.004 USD,,,,,,0,0,1,46,246,0,0,0,0,0,0,0,0,1,46,246,994,0,0,0,0,0
76,6,100000000000000000,$1119.079 USD,$999.886 USD,$1074.478 USD, $0.000 USD, $74.591 USD,4071765494360,4070060290404,12269941843828582600,11023130312657059000,2281532425624846400,171378725004805100,3015348083592440,3015348083592440,0,0,0,0,0,6134970921914291300,1377891289082132375,71297888300776450,1338896289100039,5889351725766,1472337931441,0,0,0,0,0,$20245.404 USD,$4547.041 USD,$235.283 USD,$4.418 USD,$0.019 USD,$0.004 USD,,,,,,0,0,2,68,238,0,0,0,0,0,0,0,0,2,68,238,1022,0,0,0,0,0
77,6,100000000000000000,$1119.385 USD,$999.886 USD,$1074.489 USD, $0.000 USD, $74.602 USD,4072398286275,4070692817314,12345337261278055500,11098525730106531900,2214332066472766300,155729194795471200,3015816697978916,3015816697978916,0,0,0,0,0,6172668630639027750,1387315716263316487,69197877077273946,1216634334339618,5890266988240,1472566747060,0,0,0,0,0,$20369.806 USD,$4578.141 USD,$228.352 USD,$4.014 USD,$0.019 USD,$0.004 USD,,,,,,0,0,2,70,265,0,0,0,0,0,0,0,0,2,70,265,1019,0,0,0,0,0
78,6,100000000000000000,$1119.692 USD,$999.886 USD,$1074.501 USD, $0.000 USD, $74.614 USD,4070489247799,4068784578319,12420697335241273100,11173885804069749500,2151296386281435900,145924865354909800,3014402958528704,3014402958528704,0,0,0,0,0,6210348667620636550,1396735725508718687,67228012071294871,1140038010585232,5887505778376,1471876444594,0,0,0,0,0,$20494.150 USD,$4609.227 USD,$221.852 USD,$3.762 USD,$0.019 USD,$0.004 USD,,,,,,0,0,2,62,257,0,0,0,0,0,0,0,0,2,62,257,997,0,0,0,0,0
