Draw id, Number of Tiers, apr, Total Yield Amount Out (usd), Total Liquidation Amount In (usd), Total Contrib (usd), Hook contrib (usd), POOL Vault Contrib. (usd), Start Draw Reward, Finish Draw Reward, tier0LiquidityRemaining, tier1LiquidityRemaining, tier2LiquidityRemaining, tier3LiquidityRemaining, tier4LiquidityRemaining, tier5LiquidityRemaining, tier6LiquidityRemaining, tier7LiquidityRemaining, tier8LiquidityRemaining, tier9LiquidityRemaining, tier10LiquidityRemaining, tier0PrizeSizes, tier1PrizeSizes, tier2PrizeSizes, tier3PrizeSizes, tier4PrizeSizes, tier5PrizeSizes, tier6PrizeSizes, tier7PrizeSizes, tier8PrizeSizes, tier9PrizeSizes, tier10PrizeSizes, tier0PrizeSizesUsd, tier1PrizeSizesUsd, tier2PrizeSizesUsd, tier3PrizeSizesUsd, tier4PrizeSizesUsd, tier5PrizeSizesUsd, tier6PrizeSizesUsd, tier7PrizeSizesUsd, tier8PrizeSizesUsd, tier9PrizeSizesUsd, tier10PrizeSizesUsd, tier0ClaimedPrizes, tier1ClaimedPrizes, tier2ClaimedPrizes, tier3ClaimedPrizes, tier4ClaimedPrizes, tier5ClaimedPrizes, tier6ClaimedPrizes, tier7ClaimedPrizes, tier8ClaimedPrizes, tier9ClaimedPrizes, tier10ClaimedPrizes, tier0ComputedPrizes, tier1ComputedPrizes, tier2ComputedPrizes, tier3ComputedPrizes, tier4ComputedPrizes, tier5ComputedPrizes, tier6ComputedPrizes, tier7ComputedPrizes, tier8ComputedPrizes, tier9ComputedPrizes, tier10ComputedPrizes
79,6,100000000000000000,$1119.999 USD,$999.886 USD,$1074.466 USD, $0.000 USD, $74.579 USD,4070913528713,4069208681550,12496065264240870200,11249253733069346600,2092208291138443200,150610437698218300,3014717159983884,3014717159983884,0,0,0,0,0,6248032632120435100,1406156716633668325,65381509098076350,1176644044517330,5888119453093,1472029863273,0,0,0,0,0,$20618.507 USD,$4640.317 USD,$215.758 USD,$3.882 USD,$0.019 USD,$0.004 USD,,,,,,0,0,0,75,254,0,0,0,0,0,0,0,0,0,75,254,1009,0,0,0,0,0
80,6,100000000000000000,$1120.306 USD,$999.886 USD,$1074.473 USD, $0.000 USD, $74.587 USD,4071166218786,4069461265799,12571437871484621500,11324626340313097900,2167580898382194500,137734741603164600,3014904289750052,3014904289750052,0,0,0,0,0,6285718935742310750,1415578292539137237,67736903074443578,1076052668774723,5888484940918,1472121235229,0,0,0,0,0,$20742.872 USD,$4671.408 USD,$223.531 USD,$3.550 USD,$0.019 USD,$0.004 USD,,,,,,0,0,2,63,243,0,0,0,0,0,0,0,0,2,63,243,994,0,0,0,0,0
81,6,100000000000000000,$1120.613 USD,$999.886 USD,$1074.478 USD, $0.000 USD, $74.592 USD,4071985771088,4070280474884,12646825651725621300,11400014120554097700,2107494872474307100,145331203711352000,3015511209639992,3015511209639992,0,0,0,0,0,6323412825862810650,1425001765069262212,65859214764822096,1135400028994937,5889670331328,1472417582832,0,0,0,0,0,$20867.262 USD,$4702.505 USD,$217.335 USD,$3.746 USD,$0.019 USD,$0.004 USD,,,,,,0,0,0,52,249,0,0,0,0,0,0,0,0,0,52,249,981,0,0,0,0,0
82,6,100000000000000000,$1120.920 USD,$999.886 USD,$1074.493 USD, $0.000 USD, $74.607 USD,4071617515230,4069912373246,12722206614164871100,11475395082993347500,2182875834913556900,161671364642861800,3015238497569992,3015238497569992,0,0,0,0,0,6361103307082435550,1434424385374168437,68214869841048653,1263057536272357,5889137690566,1472284422641,0,0,0,0,0,$20991.640 USD,$4733.600 USD,$225.109 USD,$4.168 USD,$0.019 USD,$0.004 USD,,,,,,0,0,2,64,261,0,0,0,0,0,0,0,0,2,64,261,1000,0,0,0,0,0
83,6,100000000000000000,$1121.227 USD,$999.886 USD,$1074.486 USD, $0.000 USD, $74.600 USD,4070715717251,4069010952929,12797570880929909300,11550759349758385700,2121810361996497700,156199949086466400,3014570670601528,3014570670601528,0,0,0,0,0,6398785440464954650,1443844918719798212,66306573812390553,1220312102238018,5887833341018,1471958335254,0,0,0,0,0,$21115.991 USD,$4764.688 USD,$218.811 USD,$4.027 USD,$0.019 USD,$0.004 USD,,,,,,0,0,0,62,238,0,0,0,0,0,0,0,0,0,62,238,1003,0,0,0,0,0
84,6,100000000000000000,$1121.534 USD,$999.886 USD,$1074.470 USD, $0.000 USD, $74.583 USD,4072311692068,4070606259372,12872964695194740600,11626153164023217000,2197204176261329000,155934413012535500,3015752570593252,3015752570593252,0,0,0,0,0,6436482347597370300,1453269145502902125,68662630508166531,1218237601660433,5890141739439,1472535434859,0,0,0,0,0,$21240.391 USD,$4795.788 USD,$226.586 USD,$4.020 USD,$0.019 USD,$0.004 USD,,,,,,0,0,0,64,236,0,0,0,0,0,0,0,0,0,64,236,970,0,0,0,0,0
85,6,100000000000000000,$1121.841 USD,$999.886 USD,$1074.499 USD, $0.000 USD, $74.613 USD,4072588614808,4070883066140,12948363636341603100,11701552105170079500,2272603117408191500,153366147653126000,3015957645874500,3015957645874500,0,0,0,0,0,6474181818170801550,1462694013146259937,71018847419005984,1198173028540046,5890542277098,1472635569274,0,0,0,0,0,$21364.799 USD,$4826.890 USD,$234.362 USD,$3.953 USD,$0.019 USD,$0.004 USD,,,,,,0,0,1,70,249,0,0,0,0,0,0,0,0,1,70,249,945,0,0,0,0,0
86,6,100000000000000000,$1122.149 USD,$999.886 USD,$1074.504 USD, $0.000 USD, $74.618 USD,4071667124433,4069961961674,13023745517233888300,11776933986062364700,2276966150881470700,144875916547604200,3015275235691408,3015275235691408,0,0,0,0,0,6511872758616944150,1472116748257795587,71155192215045959,1131843098028157,5889209444709,1472302361177,0,0,0,0,0,$21489.180 USD,$4857.985 USD,$234.812 USD,$3.735 USD,$0.019 USD,$0.004 USD,,,,,,0,0,0,61,249,0,0,0,0,0,0,0,0,0,61,249,1052,0,0,0,0,0
87,6,100000000000000000,$1122.456 USD,$999.886 USD,$1074.487 USD, $0.000 USD, $74.601 USD,4071591293166,4069886162164,13099125994204054800,11852314463032531200,2352346627851637200,151213964538050500,3015219078806660,3015219078806660,0,0,0,0,0,6549562997102027400,1481539307879066400,73510832120363662,1181359097953519,5889099763294,1472274940823,0,0,0,0,0,$21613.557 USD,$4889.079 USD,$242.585 USD,$3.898 USD,$0.019 USD,$0.004 USD,,,,,,0,0,0,65,260,0,0,0,0,0,0,0,0,0,65,260,995,0,0,0,0,0
88,6,100000000000000000,$1122.764 USD,$999.886 USD,$1074.486 USD, $0.000 USD, $74.599 USD,4070786188987,4069081395152,13174491565666116500,11927680034494592900,2427712199313698900,149791194633128200,3014622858482468,3014622858482468,0,0,0,0,0,6587245782833058250,1490960004311824112,75866006228553090,1170243708071314,5887935270473,1471983817618,0,0,0,0,0,$21737.911 USD,$4920.168 USD,$250.357 USD,$3.861 USD,$0.019 USD,$0.004 USD,,,,,,0,0,3,72,252,0,0,0,0,0,0,0,0,3,72,252,907,0,0,0,0,0
89,6,100000000000000000,$1123.071 USD,$999.886 USD,$1074.471 USD, $0.000 USD, $74.585 USD,4071300970361,4069595960942,13249866667668609800,12003055136497086200,2275489282630532900,140908749654480700,3015004080099732,3015004080099732,0,0,0,0,0,6624933333834304900,1500381892062135775,71109040082204153,1100849606675630,5888679843944,1472169960986,0,0,0,0,0,$21862.280 USD,$4951.260 USD,$234.659 USD,$3.632 USD,$0.019 USD,$0.004 USD,,,,,,0,0,2,64,249,0,0,0,0,0,0,0,0,2,64,249,1018,0,0,0,0,0
90,6,100000000000000000,$1123.379 USD,$999.886 USD,$1074.481 USD, $0.000 USD, $74.594 USD,4071561161623,4069856043239,13325246586790517800,12078435055618994200,2208651121588032500,145834293949143900,3015196764876320,3015196764876320,0,0,0,0,0,6662623293395258900,1509804381952374275,69020347549626015,1139330421477686,5889056181399,1472264045349,0,0,0,0,0,$21986.656 USD,$4982.354 USD,$227.767 USD,$3.759 USD,$0.019 USD,$0.004 USD,,,,,,0,0,2,63,270,0,0,0,0,0,0,0,0,2,63,270,1023,0,0,0,0,0
91,6,100000000000000000,$1123.687 USD,$999.886 USD,$1074.485 USD, $0.000 USD, $74.599 USD,4070057480803,4068352992142,13400598667121847200,12153787135950323600,2145962506820109700,149408557727378200,3014083213253176,3014083213253176,0,0,0,0,0,6700299333560923600,1519223391993790450,67061328338128428,1167254357245142,5886881275885,1471720318971,0,0,0,0,0,$22110.987 USD,$5013.437 USD,$221.302 USD,$3.851 USD,$0.019 USD,$0.004 USD,,,,,,0,0,1,68,244,0,0,0,0,0,0,0,0,1,68,244,1015,0,0,0,0,0
92,6,100000000000000000,$1123.995 USD,$999.886 USD,$1074.458 USD, $0.000 USD, $74.571 USD,4071821815557,4070116588015,13475983411928968800,12229171880757445200,2154285923289102800,145420006241826200,3015389792284864,3015389792284864,0,0,0,0,0,6737991705964484400,1528646485094680650,67321435102784462,1136093798764267,5889433188056,1472358297014,0,0,0,0,0,$22235.372 USD,$5044.533 USD,$222.160 USD,$3.749 USD,$0.019 USD,$0.004 USD,,,,,,0,0,0,55,251,0,0,0,0,0,0,0,0,0,55,251,1020,0,0,0,0,0
93,6,100000000000000000,$1124.303 USD,$999.886 USD,$1074.490 USD, $0.000 USD, $74.604 USD,4071458766804,4069753691302,13551361435337457600,12304549904165934000,2229663946697591600,158312870718278500,3015120936339552,3015120936339552,0,0,0,0,0,6775680717668728800,1538068738020741750,69676998334299737,1236819302486550,5888908078788,1472227019697,0,0,0,0,0,$22359.746 USD,$5075.626 USD,$229.934 USD,$4.081 USD,$0.019 USD,$0.004 USD,,,,,,0,0,0,70,242,0,0,0,0,0,0,0,0,0,70,242,987,0,0,0,0,0
94,6,100000000000000000,$1124.611 USD,$999.886 USD,$1074.483 USD, $0.000 USD, $74.597 USD,4072082498377,4070377161664,13626751006364576000,12379939475193052400,2305053517724710000,147125090571334900,3015582841084736,3015582841084736,0,0,0,0,0,6813375503182288000,1547492434399131550,72032922428897187,1149414770088553,5889810236493,1472452559123,0,0,0,0,0,$22484.139 USD,$5106.725 USD,$237.708 USD,$3.793 USD,$0.019 USD,$0.004 USD,,,,,,0,0,1,59,225,0,0,0,0,0,0,0,0,1,59,225,1031,0,0,0,0,0
95,6,100000000000000000,$1124.919 USD,$999.886 USD,$1074.495 USD, $0.000 USD, $74.608 USD,4073368661111,4071662785769,13702164389103962500,12455352857932438900,2308433978035199300,154723001875494000,3016535309575460,3016535309575460,0,0,0,0,0,6851082194551981250,1556919107241554862,72138561813599978,1208773452152296,5891670526514,1472917631628,0,0,0,0,0,$22608.571 USD,$5137.833 USD,$238.057 USD,$3.988 USD,$0.019 USD,$0.004 USD,,,,,,0,0,1,76,272,0,0,0,0,0,0,0,0,1,76,272,953,0,0,0,0,0
96,6,100000000000000000,$1125.227 USD,$999.886 USD,$1074.518 USD, $0.000 USD, $74.632 USD,4070060235093,4068355745279,13777516520427566800,12530704989256043200,2311647547545203600,138208350835523500,3014085252944172,3014085252944172,0,0,0,0,0,6888758260213783400,1566338123657005400,72238985860787612,1079752740902527,5886885259656,1471721314914,0,0,0,0,0,$22732.902 USD,$5168.915 USD,$238.388 USD,$3.563 USD,$0.019 USD,$0.004 USD,,,,,,0,0,3,61,263,0,0,0,0,0,0,0,0,3,61,263,996,0,0,0,0,0
97,6,100000000000000000,$1125.536 USD,$999.886 USD,$1074.458 USD, $0.000 USD, $74.571 USD,4070442705550,4068738055561,13852875732718611700,12606064201547088100,2170289802253885400,147702645931509800,3014368491641796,3014368491641796,0,0,0,0,0,6926437866359305850,1575758025193386012,67821556320433918,1153926921339920,5887438460237,1471859615059,0,0,0,0,0,$22857.244 USD,$5200.001 USD,$223.811 USD,$3.807 USD,$0.019 USD,$0.004 USD,,,,,,0,0,1,56,238,0,0,0,0,0,0,0,0,1,56,238,996,0,0,0,0,0
98,6,100000000000000000,$1125.844 USD,$999.886 USD,$1074.465 USD, $0.000 USD, $74.578 USD,4072289171829,4070583748564,13928269130049063600,12681457598877540000,2177861643263903300,158476135666921700,3015735893218076,3015735893218076,0,0,0,0,0,6964134565024531800,1585182199859692500,68058176351996978,1238094809897825,5890109166441,1472527291610,0,0,0,0,0,$22981.644 USD,$5231.101 USD,$224.591 USD,$4.085 USD,$0.019 USD,$0.004 USD,,,,,,0,0,1,72,234,0,0,0,0,0,0,0,0,1,72,234,1012,0,0,0,0,0
99,6,100000000000000000,$1126.153 USD,$999.886 USD,$1074.499 USD, $0.000 USD, $74.612 USD,4072732029224,4071026420496,14003670726336457300,12756859195164933700,2185205063199300000,144734905641666600,3016063851495748,3016063851495748,0,0,0,0,0,7001835363168228650,1594607399395616712,68287658224978125,1130741450325520,5890749709952,1472687427488,0,0,0,0,0,$23106.056 USD,$5262.204 USD,$225.349 USD,$3.731 USD,$0.019 USD,$0.004 USD,,,,,,0,0,1,61,224,0,0,0,0,0,0,0,0,1,61,224,1010,0,0,0,0,0
100,6,100000000000000000,$1126.461 USD,$999.886 USD,$1074.507 USD, $0.000 USD, $74.620 USD,4073495034679,4071789106413,14079086448726140500,12832274917554616900,2192333127364005000,151175399561488200,3016628895587328,3016628895587328,0,0,0,0,0,7039543224363070250,1604034364694327112,68510410230125156,1181057809074126,5891853311694,1472963327923,0,0,0,0,0,$23230.492 USD,$5293.313 USD,$226.084 USD,$3.897 USD,$0.019 USD,$0.004 USD,,,,,,0,0,0,64,239,0,0,0,0,0,0,0,0,0,64,239,986,0,0,0,0,0
101,6,100000000000000000,$1126.770 USD,$999.886 USD,$1074.521 USD, $0.000 USD, $74.634 USD,4072468294970,4070762796690,14154483162300004400,12907671631128480800,2267729840937868900,150984413354603300,3015868542954556,3015868542954556,0,0,0,0,0,7077241581150002200,1613458953891060100,70866557529308403,1179565729332838,5890368247958,1472592061989,0,0,0,0,0,$23354.897 USD,$5324.414 USD,$233.859 USD,$3.892 USD,$0.019 USD,$0.004 USD,,,,,,0,0,6,73,255,0,0,0,0,0,0,0,0,6,73,255,1005,0,0,0,0,0
102,6,100000000000000000,$1127.079 USD,$999.886 USD,$1074.502 USD, $0.000 USD, $74.615 USD,4071221385287,4069516409198,14229856790883298500,12983045259711774900,1917904124345312000,140249743696595700,3014945143331764,3014945143331764,0,0,0,0,0,7114928395441649250,1622880657463971862,59934503885791000,1095701122629653,5888564733069,1472141183267,0,0,0,0,0,$23479.263 USD,$5355.506 USD,$197.783 USD,$3.615 USD,$0.019 USD,$0.004 USD,,,,,,0,0,2,57,259,0,0,0,0,0,0,0,0,2,57,259,1014,0,0,0,0,0
103,6,100000000000000000,$1127.387 USD,$999.886 USD,$1074.479 USD, $0.000 USD, $74.593 USD,4070828438503,4069123626975,14305223144542904200,13058411613371380600,1873401470233335700,153161133366308500,3014654146384228,3014654146384228,0,0,0,0,0,7152611572271452100,1632301451671422575,58543795944791740,1196571354424285,5887996379656,1471999094914,0,0,0,0,0,$23603.618 USD,$5386.594 USD,$193.194 USD,$3.948 USD,$0.019 USD,$0.004 USD,,,,,,0,1,4,62,269,0,0,0,0,0,0,0,1,4,62,269,974,0,0,0,0,0
104,6,100000000000000000,$1127.696 USD,$999.886 USD,$1074.472 USD, $0.000 USD, $74.585 USD,4070070068407,4068365574474,14380575457918140800,11501462475075194600,1714578599829405100,154326022767238500,3014092535009464,3014092535009464,0,0,0,0,0,7190287728959070400,1437682809384399325,53580581244668909,1205672052869050,5886899482440,1471724870610,0,0,0,0,0,$23727.949 USD,$4744.353 USD,$176.815 USD,$3.978 USD,$0.019 USD,$0.004 USD,,,,,,0,0,2,58,258,0,0,0,0,0,0,0,0,2,58,258,982,0,0,0,0,0
105,6,100000000000000000,$1128.005 USD,$999.886 USD,$1074.458 USD, $0.000 USD, $74.571 USD,4070806496571,4069101694231,14455941405350002600,11576828422507056400,1682783384771928900,159762991132692500,3014637897274472,3014637897274472,0,0,0,0,0,7227970702675001300,1447103552813382050,52586980774122778,1248148368224160,5887964643114,1471991160778,0,0,0,0,0,$23852.303 USD,$4775.441 USD,$173.537 USD,$4.118 USD,$0.019 USD,$0.004 USD,,,,,,0,0,0,60,266,0,0,0,0,0,0,0,0,0,60,266,1001,0,0,0,0,0
106,6,100000000000000000,$1128.314 USD,$999.886 USD,$1074.471 USD, $0.000 USD, $74.585 USD,4070286100560,4068581516156,14531297718293364900,11652184735450418700,1758139697715291200,160230401982602800,3014252517734492,3014252517734492,0,0,0,0,0,7265648859146682450,1456523091931302337,54941865553602850,1251800015489084,5887211948700,1471802987175,0,0,0,0,0,$23976.641 USD,$4806.526 USD,$181.308 USD,$4.130 USD,$0.019 USD,$0.004 USD,,,,,,0,0,1,61,242,0,0,0,0,0,0,0,0,1,61,242,1027,0,0,0,0,0
107,6,100000000000000000,$1128.623 USD,$999.886 USD,$1074.462 USD, $0.000 USD, $74.575 USD,4071985850934,4070280554696,14606685500012623800,11727572517169677600,1778585613880947200,159258382757026600,3015511268770356,3015511268770356,0,0,0,0,0,7303342750006311900,1465946564646209700,55580800433779600,1244206115289270,5889670446817,1472417611704,0,0,0,0,0,$24101.031 USD,$4837.623 USD,$183.416 USD,$4.105 USD,$0.019 USD,$0.004 USD,,,,,,0,0,0,62,245,0,0,0,0,0,0,0,0,0,62,245,1009,0,0,0,0,0
108,6,100000000000000000,$1128.933 USD,$999.886 USD,$1074.493 USD, $0.000 USD, $74.607 USD,4071908045905,4070202782251,14682071841267993400,11802958858425047200,1853971955136316800,157503944864459600,3015453650214784,3015453650214784,0,0,0,0,0,7341035920633996700,1475369857303130900,57936623598009900,1230499569253590,5889557910575,1472389477643,0,0,0,0,0,$24225.418 USD,$4868.720 USD,$191.190 USD,$4.060 USD,$0.019 USD,$0.004 USD,,,,,,0,1,0,59,239,0,0,0,0,0,0,0,1,0,59,239,1016,0,0,0,0,0
109,6,100000000000000000,$1129.242 USD,$999.886 USD,$1074.492 USD, $0.000 USD, $74.605 USD,4072337415454,4070631971985,14757466131769514700,10402983291623437600,1929366245637838100,160298760780018500,3015771620060852,3015771620060852,0,0,0,0,0,7378733065884757350,1300372911452929700,60292695176182440,1252334068593894,5890178945431,1472544736357,0,0,0,0,0,$24349.819 USD,$4291.230 USD,$198.965 USD,$4.132 USD,$0.019 USD,$0.004 USD,,,,,,0,0,0,59,253,0,0,0,0,0,0,0,0,0,59,253,965,0,0,0,0,0
110,6,100000000000000000,$1129.552 USD,$999.886 USD,$1074.500 USD, $0.000 USD, $74.613 USD,4071355903552,4069650871128,14832842250792134100,10478359410646057000,2004742364660457500,161787169755597800,3015044760904776,3015044760904776,0,0,0,0,0,7416421125396067050,1309794926330757125,62648198895639296,1263962263715607,5888759298642,1472189824660,0,0,0,0,0,$24474.189 USD,$4322.323 USD,$206.739 USD,$4.171 USD,$0.019 USD,$0.004 USD,,,,,,0,0,1,65,242,0,0,0,0,0,0,0,0,1,65,242,1002,0,0,0,0,0
111,6,100000000000000000,$1129.861 USD,$999.886 USD,$1074.482 USD, $0.000 USD, $74.595 USD,4072074020714,4070368687551,14908231664865792800,10553748824719715700,2017483579838476900,155019036687736000,3015576562946348,3015576562946348,0,0,0,0,0,7454115832432896400,1319218603089964462,63046361869952403,1211086224122937,5889797974504,1472449493626,0,0,0,0,0,$24598.582 USD,$4353.421 USD,$208.052 USD,$3.996 USD,$0.019 USD,$0.004 USD,,,,,,0,0,3,66,243,0,0,0,0,0,0,0,0,3,66,243,1008,0,0,0,0,0
112,6,100000000000000000,$1130.171 USD,$999.886 USD,$1074.495 USD, $0.000 USD, $74.608 USD,4072060573059,4070355245529,14983620829972769900,10629137989826692800,1903733659335596500,150476511002595100,3015566604279084,3015566604279084,0,0,0,0,0,7491810414986384950,1328642248728336600,59491676854237390,1175597742207774,5889778523982,1472444630995,0,0,0,0,0,$24722.974 USD,$4384.519 USD,$196.322 USD,$3.879 USD,$0.019 USD,$0.004 USD,,,,,,0,0,3,65,237,0,0,0,0,0,0,0,0,3,65,237,994,0,0,0,0,0
113,6,100000000000000000,$1130.480 USD,$999.886 USD,$1074.494 USD, $0.000 USD, $74.608 USD,4072495259140,4070789749568,15059018042754899800,10704535202608822700,1800655841555014200,149459870541218000,3015888511285196,3015888511285196,0,0,0,0,0,7529509021377449900,1338066900326102837,56270495048594193,1167655238603265,5890407248603,1472601812150,0,0,0,0,0,$24847.379 USD,$4415.620 USD,$185.692 USD,$3.853 USD,$0.019 USD,$0.004 USD,,,,,,0,1,0,58,228,0,0,0,0,0,0,0,1,0,58,228,996,0,0,0,0,0
114,6,100000000000000000,$1130.790 USD,$999.886 USD,$1074.502 USD, $0.000 USD, $74.616 USD,4073184884369,4071479085991,15134428023095218700,9441878282623038700,1876065821895333100,157145847042545500,3016399213612756,3016399213612756,0,0,0,0,0,7567214011547609350,1180234785327879837,58627056934229159,1227701930019886,5891404714087,1472851178521,0,0,0,0,0,$24971.806 USD,$3894.774 USD,$193.469 USD,$4.051 USD,$0.019 USD,$0.004 USD,,,,,,0,0,0,72,250,0,0,0,0,0,0,0,0,0,72,250,996,0,0,0,0,0
115,6,100000000000000000,$1131.100 USD,$999.886 USD,$1074.515 USD, $0.000 USD, $74.629 USD,4071643540222,4069938387339,15209809467355014900,9517259726882834900,1951447266155129300,144132752340908900,3015257770391848,3015257770391848,0,0,0,0,0,7604904733677507450,1189657465860354362,60982727067347790,1126037127663350,5889175332796,1472293833199,0,0,0,0,0,$25096.185 USD,$3925.869 USD,$201.242 USD,$3.715 USD,$0.019 USD,$0.004 USD,,,,,,0,0,0,61,236,0,0,0,0,0,0,0,0,0,61,236,970,0,0,0,0,0
116,6,100000000000000000,$1131.410 USD,$999.886 USD,$1074.487 USD, $0.000 USD, $74.600 USD,4072533476340,4070827950764,15285207387681346400,9592657647209166400,2026845186481460800,150842407879773000,3015916813053260,3015916813053260,0,0,0,0,0,7642603693840673200,1199082205901145800,63338912077545650,1178456311560726,5890462525494,1472615631373,0,0,0,0,0,$25220.592 USD,$3956.971 USD,$209.018 USD,$3.888 USD,$0.019 USD,$0.004 USD,,,,,,0,0,3,69,250,0,0,0,0,0,0,0,0,3,69,250,1013,0,0,0,0,0
117,6,100000000000000000,$1131.720 USD,$999.886 USD,$1074.503 USD, $0.000 USD, $74.617 USD,4071589946186,4069884815747,15360587839713831300,9668038099241651300,1912208902281308600,144909374414562700,3015218081299396,3015218081299396,0,0,0,0,0,7680293919856915650,1208504762405206412,59756528196290893,1132104487613771,5889097815037,1472274453759,0,0,0,0,0,$25344.969 USD,$3988.065 USD,$197.196 USD,$3.735 USD,$0.019 USD,$0.004 USD,,,,,,0,0,1,56,258,0,0,0,0,0,0,0,0,1,56,258,1039,0,0,0,0,0
118,6,100000000000000000,$1132.030 USD,$999.886 USD,$1074.486 USD, $0.000 USD, $74.599 USD,4070931326334,4069226471718,15435956098214375500,9743406357742195500,1927820632585561900,156879781608734100,3014730340021768,3014730340021768,0,0,0,0,0,7717978049107187750,1217925794717774437,60244394768298809,1225623293818235,5888145195355,1472036298838,0,0,0,0,0,$25469.327 USD,$4019.155 USD,$198.806 USD,$4.044 USD,$0.019 USD,$0.004 USD,,,,,,0,0,0,61,254,0,0,0,0,0,0,0,0,0,61,254,1012,0,0,0,0,0
119,6,100000000000000000,$1132.340 USD,$999.886 USD,$1074.474 USD, $0.000 USD, $74.587 USD,4071167681800,4069462728200,15511328732544025400,9818778992071845400,2003193266915211800,157489395015467700,3014905373185996,3014905373185996,0,0,0,0,0,7755664366272012700,1227347374008980675,62599789591100368,1230385898558341,5888487057003,1472121764250,0,0,0,0,0,$25593.692 USD,$4050.246 USD,$206.579 USD,$4.060 USD,$0.019 USD,$0.004 USD,,,,,,0,0,2,61,243,0,0,0,0,0,0,0,0,2,61,243,1008,0,0,0,0,0
120,6,0,$1132.650 USD,$999.886 USD,$1074.478 USD, $0.000 USD, $74.592 USD,4071985891639,4070280595384,15586716515016875800,9894166774544695800,1953381470205861400,157823637676255700,3015511298914016,3015511298914016,0,0,0,0,0,7793358257508437900,1236770846818086975,61043170943933168,1232997169345747,5889670505691,1472417626422,0,0,0,0,0,$25718.082 USD,$4081.343 USD,$201.442 USD,$4.068 USD,$0.019 USD,$0.004 USD,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
